DMF_ID,High_Yield_ID,High_Yield,Simlarity
(344, 1080, 73.0, array([[0.78230197]]))
(344, 1092, 57.0, array([[0.85609506]]))
(344, 1176, 52.0, array([[0.8679791]]))
(344, 1200, 75.0, array([[0.78088167]]))
(344, 1203, 66.0, array([[0.81201783]]))
(344, 1296, 80.0, array([[0.74021995]]))
(344, 1299, 74.0, array([[0.76081367]]))
(344, 1308, 68.6, array([[0.7931334]]))
(344, 1320, 61.0, array([[0.74849181]]))
(344, 1440, 70.0, array([[0.79489864]]))
(344, 1443, 67.0, array([[0.80742477]]))
(344, 1452, 59.0, array([[0.83590659]]))
(344, 1560, 56.0, array([[0.83826273]]))
(344, 1572, 73.0, array([[0.83791844]]))
(344, 1656, 66.0, array([[0.84822039]]))
(344, 1680, 72.0, array([[0.7804825]]))
(344, 1683, 52.0, array([[0.87070566]]))
(344, 1692, 66.0, array([[0.80739195]]))
(344, 1776, 62.0, array([[0.83561227]]))
(344, 1779, 51.0, array([[0.88327738]]))
(354, 132, 54.0, array([[0.91687696]]))
(354, 216, 61.0, array([[0.91500556]]))
(354, 240, 54.0, array([[0.86395533]]))
(354, 254, 73.0, array([[0.85499903]]))
(354, 255, 75.0, array([[0.85001815]]))
(354, 336, 65.0, array([[0.88361527]]))
(354, 338, 54.0, array([[0.92263376]]))
(354, 339, 60.0, array([[0.90635933]]))
(354, 341, 60.0, array([[0.91302078]]))
(354, 345, 54.0, array([[0.92087198]]))
(354, 348, 70.0, array([[0.86350795]]))
(354, 357, 53.0, array([[0.92075646]]))
(354, 960, 60.0, array([[0.90612434]]))
(354, 1080, 73.0, array([[0.86013016]]))
(354, 1092, 57.0, array([[0.91281006]]))
(354, 1176, 52.0, array([[0.91907045]]))
(354, 1200, 75.0, array([[0.85840478]]))
(354, 1203, 66.0, array([[0.88231407]]))
(354, 1296, 80.0, array([[0.82639055]]))
(354, 1299, 74.0, array([[0.84289233]]))
(354, 1308, 68.6, array([[0.86786453]]))
(354, 1320, 61.0, array([[0.8350702]]))
(354, 1440, 70.0, array([[0.86835183]]))
(354, 1443, 67.0, array([[0.87902023]]))
(354, 1452, 59.0, array([[0.89714704]]))
(354, 1560, 56.0, array([[0.89841341]]))
(354, 1572, 73.0, array([[0.89797222]]))
(354, 1656, 66.0, array([[0.90645525]]))
(354, 1680, 72.0, array([[0.85829845]]))
(354, 1683, 52.0, array([[0.91906915]]))
(354, 1692, 66.0, array([[0.87936847]]))
(354, 1776, 62.0, array([[0.89979804]]))
(354, 1779, 51.0, array([[0.92667674]]))
(355, 132, 54.0, array([[0.66350559]]))
(355, 216, 61.0, array([[0.64915033]]))
(355, 240, 54.0, array([[0.63633696]]))
(355, 254, 73.0, array([[0.57933541]]))
(355, 255, 75.0, array([[0.57816771]]))
(355, 336, 65.0, array([[0.60954959]]))
(355, 338, 54.0, array([[0.66436695]]))
(355, 339, 60.0, array([[0.6432284]]))
(355, 341, 60.0, array([[0.64943942]]))
(355, 345, 54.0, array([[0.66880846]]))
(355, 348, 70.0, array([[0.58704614]]))
(355, 357, 53.0, array([[0.67819591]]))
(355, 960, 60.0, array([[0.6301352]]))
(355, 1080, 73.0, array([[0.58682836]]))
(355, 1092, 57.0, array([[0.65192342]]))
(355, 1176, 52.0, array([[0.67142714]]))
(355, 1200, 75.0, array([[0.58177002]]))
(355, 1203, 66.0, array([[0.6083101]]))
(355, 1296, 80.0, array([[0.54222637]]))
(355, 1299, 74.0, array([[0.56715344]]))
(355, 1308, 68.6, array([[0.59440515]]))
(355, 1320, 61.0, array([[0.56596932]]))
(355, 1440, 70.0, array([[0.59673822]]))
(355, 1443, 67.0, array([[0.61543895]]))
(355, 1452, 59.0, array([[0.6180486]]))
(355, 1560, 56.0, array([[0.62531071]]))
(355, 1572, 73.0, array([[0.60422541]]))
(355, 1656, 66.0, array([[0.6360586]]))
(355, 1680, 72.0, array([[0.58158944]]))
(355, 1683, 52.0, array([[0.67269346]]))
(355, 1692, 66.0, array([[0.61409635]]))
(355, 1776, 62.0, array([[0.62715363]]))
(355, 1779, 51.0, array([[0.68791237]]))
(356, 132, 54.0, array([[0.86538797]]))
(356, 216, 61.0, array([[0.86764768]]))
(356, 240, 54.0, array([[0.78173714]]))
(356, 254, 73.0, array([[0.78668221]]))
(356, 255, 75.0, array([[0.78096458]]))
(356, 336, 65.0, array([[0.8221592]]))
(356, 338, 54.0, array([[0.87870705]]))
(356, 339, 60.0, array([[0.8507762]]))
(356, 341, 60.0, array([[0.86260274]]))
(356, 345, 54.0, array([[0.87300772]]))
(356, 348, 70.0, array([[0.79694397]]))
(356, 357, 53.0, array([[0.86746795]]))
(356, 960, 60.0, array([[0.85275689]]))
(356, 1080, 73.0, array([[0.79243405]]))
(356, 1092, 57.0, array([[0.86033028]]))
(356, 1176, 52.0, array([[0.86823592]]))
(356, 1200, 75.0, array([[0.79322553]]))
(356, 1203, 66.0, array([[0.82102415]]))
(356, 1296, 80.0, array([[0.7537599]]))
(356, 1299, 74.0, array([[0.77164243]]))
(356, 1308, 68.6, array([[0.80481164]]))
(356, 1320, 61.0, array([[0.75055784]]))
(356, 1440, 70.0, array([[0.8031963]]))
(356, 1443, 67.0, array([[0.81452526]]))
(356, 1452, 59.0, array([[0.84276041]]))
(356, 1560, 56.0, array([[0.84581792]]))
(356, 1572, 73.0, array([[0.85169223]]))
(356, 1656, 66.0, array([[0.85743384]]))
(356, 1680, 72.0, array([[0.79044767]]))
(356, 1683, 52.0, array([[0.86899608]]))
(356, 1692, 66.0, array([[0.81604454]]))
(356, 1776, 62.0, array([[0.84305711]]))
(356, 1779, 51.0, array([[0.88038369]]))
(366, 132, 54.0, array([[0.32056393]]))
(366, 216, 61.0, array([[0.28451723]]))
(366, 240, 54.0, array([[0.42086978]]))
(366, 254, 73.0, array([[0.28103512]]))
(366, 255, 75.0, array([[0.28404452]]))
(366, 336, 65.0, array([[0.29174353]]))
(366, 338, 54.0, array([[0.30740933]]))
(366, 339, 60.0, array([[0.30849278]]))
(366, 341, 60.0, array([[0.30381969]]))
(366, 345, 54.0, array([[0.31520353]]))
(366, 348, 70.0, array([[0.28275343]]))
(366, 357, 53.0, array([[0.33892602]]))
(366, 960, 60.0, array([[0.29420619]]))
(366, 1080, 73.0, array([[0.28800802]]))
(366, 1092, 57.0, array([[0.30576558]]))
(366, 1176, 52.0, array([[0.32705307]]))
(366, 1200, 75.0, array([[0.27222271]]))
(366, 1203, 66.0, array([[0.28761973]]))
(366, 1296, 80.0, array([[0.26148393]]))
(366, 1299, 74.0, array([[0.28106781]]))
(366, 1308, 68.6, array([[0.27743113]]))
(366, 1320, 61.0, array([[0.33215979]]))
(366, 1440, 70.0, array([[0.29166222]]))
(366, 1443, 67.0, array([[0.30220915]]))
(366, 1452, 59.0, array([[0.28614513]]))
(366, 1560, 56.0, array([[0.27440296]]))
(366, 1572, 73.0, array([[0.22899335]]))
(366, 1656, 66.0, array([[0.2695128]]))
(366, 1680, 72.0, array([[0.28574041]]))
(366, 1683, 52.0, array([[0.32757761]]))
(366, 1692, 66.0, array([[0.29809703]]))
(366, 1776, 62.0, array([[0.28875977]]))
(366, 1779, 51.0, array([[0.33596839]]))
(367, 132, 54.0, array([[-0.23266696]]))
(367, 216, 61.0, array([[-0.26458222]]))
(367, 240, 54.0, array([[-0.10899267]]))
(367, 254, 73.0, array([[-0.23810892]]))
(367, 255, 75.0, array([[-0.23100813]]))
(367, 336, 65.0, array([[-0.24498181]]))
(367, 338, 54.0, array([[-0.24992486]]))
(367, 339, 60.0, array([[-0.23856484]]))
(367, 341, 60.0, array([[-0.2467061]]))
(367, 345, 54.0, array([[-0.23937184]]))
(367, 348, 70.0, array([[-0.2409624]]))
(367, 357, 53.0, array([[-0.21233293]]))
(367, 960, 60.0, array([[-0.25955657]]))
(367, 1080, 73.0, array([[-0.23616387]]))
(367, 1092, 57.0, array([[-0.2441061]]))
(367, 1176, 52.0, array([[-0.22527657]]))
(367, 1200, 75.0, array([[-0.24793265]]))
(367, 1203, 66.0, array([[-0.24616006]]))
(367, 1296, 80.0, array([[-0.24548255]]))
(367, 1299, 74.0, array([[-0.23197641]]))
(367, 1308, 68.6, array([[-0.24728947]]))
(367, 1320, 61.0, array([[-0.17838965]]))
(367, 1440, 70.0, array([[-0.23537289]]))
(367, 1443, 67.0, array([[-0.22654782]]))
(367, 1452, 59.0, array([[-0.26355855]]))
(367, 1560, 56.0, array([[-0.26995249]]))
(367, 1572, 73.0, array([[-0.31701411]]))
(367, 1656, 66.0, array([[-0.27376013]]))
(367, 1680, 72.0, array([[-0.23679189]]))
(367, 1683, 52.0, array([[-0.22623716]]))
(367, 1692, 66.0, array([[-0.23098544]]))
(367, 1776, 62.0, array([[-0.25481624]]))
(367, 1779, 51.0, array([[-0.21824088]]))
(368, 132, 54.0, array([[-0.13046637]]))
(368, 216, 61.0, array([[-0.16486314]]))
(368, 240, 54.0, array([[-0.00918806]]))
(368, 254, 73.0, array([[-0.15166851]]))
(368, 255, 75.0, array([[-0.14516579]]))
(368, 336, 65.0, array([[-0.1492116]]))
(368, 338, 54.0, array([[-0.14452708]]))
(368, 339, 60.0, array([[-0.13975478]]))
(368, 341, 60.0, array([[-0.14289555]]))
(368, 345, 54.0, array([[-0.13830286]]))
(368, 348, 70.0, array([[-0.15250105]]))
(368, 357, 53.0, array([[-0.11426309]]))
(368, 960, 60.0, array([[-0.1531483]]))
(368, 1080, 73.0, array([[-0.14831744]]))
(368, 1092, 57.0, array([[-0.14562201]]))
(368, 1176, 52.0, array([[-0.12494596]]))
(368, 1200, 75.0, array([[-0.16102936]]))
(368, 1203, 66.0, array([[-0.15285163]]))
(368, 1296, 80.0, array([[-0.1617127]]))
(368, 1299, 74.0, array([[-0.14846377]]))
(368, 1308, 68.6, array([[-0.15915918]]))
(368, 1320, 61.0, array([[-0.09997549]]))
(368, 1440, 70.0, array([[-0.14298541]]))
(368, 1443, 67.0, array([[-0.13996214]]))
(368, 1452, 59.0, array([[-0.15717708]]))
(368, 1560, 56.0, array([[-0.17517356]]))
(368, 1572, 73.0, array([[-0.22172102]]))
(368, 1656, 66.0, array([[-0.17970856]]))
(368, 1680, 72.0, array([[-0.14605894]]))
(368, 1683, 52.0, array([[-0.12603234]]))
(368, 1692, 66.0, array([[-0.14224354]]))
(368, 1776, 62.0, array([[-0.15930008]]))
(368, 1779, 51.0, array([[-0.11535976]]))
(378, 132, 54.0, array([[0.19850662]]))
(378, 216, 61.0, array([[0.16464728]]))
(378, 240, 54.0, array([[0.30397459]]))
(378, 254, 73.0, array([[0.17365133]]))
(378, 255, 75.0, array([[0.17857747]]))
(378, 336, 65.0, array([[0.17854439]]))
(378, 338, 54.0, array([[0.18470565]]))
(378, 339, 60.0, array([[0.18960624]]))
(378, 341, 60.0, array([[0.18622729]]))
(378, 345, 54.0, array([[0.19150329]]))
(378, 348, 70.0, array([[0.17347312]]))
(378, 357, 53.0, array([[0.21656951]]))
(378, 960, 60.0, array([[0.17486259]]))
(378, 1080, 73.0, array([[0.17894578]]))
(378, 1092, 57.0, array([[0.18610531]]))
(378, 1176, 52.0, array([[0.20482963]]))
(378, 1200, 75.0, array([[0.16558173]]))
(378, 1203, 66.0, array([[0.17564775]]))
(378, 1296, 80.0, array([[0.15948614]]))
(378, 1299, 74.0, array([[0.17488383]]))
(378, 1308, 68.6, array([[0.16797239]]))
(378, 1320, 61.0, array([[0.2176709]]))
(378, 1440, 70.0, array([[0.18218428]]))
(378, 1443, 67.0, array([[0.1888556]]))
(378, 1452, 59.0, array([[0.17090634]]))
(378, 1560, 56.0, array([[0.15706536]]))
(378, 1572, 73.0, array([[0.11169569]]))
(378, 1656, 66.0, array([[0.15247265]]))
(378, 1680, 72.0, array([[0.17865202]]))
(378, 1683, 52.0, array([[0.20286501]]))
(378, 1692, 66.0, array([[0.18688306]]))
(378, 1776, 62.0, array([[0.17333054]]))
(378, 1779, 51.0, array([[0.2108636]]))
(379, 132, 54.0, array([[-0.1951914]]))
(379, 216, 61.0, array([[-0.22399725]]))
(379, 240, 54.0, array([[-0.08088567]]))
(379, 254, 73.0, array([[-0.20289909]]))
(379, 255, 75.0, array([[-0.1959333]]))
(379, 336, 65.0, array([[-0.20690627]]))
(379, 338, 54.0, array([[-0.2112049]]))
(379, 339, 60.0, array([[-0.20081973]]))
(379, 341, 60.0, array([[-0.20694731]]))
(379, 345, 54.0, array([[-0.20094567]]))
(379, 348, 70.0, array([[-0.20511635]]))
(379, 357, 53.0, array([[-0.17437085]]))
(379, 960, 60.0, array([[-0.22178356]]))
(379, 1080, 73.0, array([[-0.20139721]]))
(379, 1092, 57.0, array([[-0.20490881]]))
(379, 1176, 52.0, array([[-0.18690611]]))
(379, 1200, 75.0, array([[-0.21096354]]))
(379, 1203, 66.0, array([[-0.20852917]]))
(379, 1296, 80.0, array([[-0.21263941]]))
(379, 1299, 74.0, array([[-0.19782758]]))
(379, 1308, 68.6, array([[-0.21047871]]))
(379, 1320, 61.0, array([[-0.14830715]]))
(379, 1440, 70.0, array([[-0.19937556]]))
(379, 1443, 67.0, array([[-0.18960325]]))
(379, 1452, 59.0, array([[-0.22633421]]))
(379, 1560, 56.0, array([[-0.23275739]]))
(379, 1572, 73.0, array([[-0.27730638]]))
(379, 1656, 66.0, array([[-0.23333318]]))
(379, 1680, 72.0, array([[-0.2017239]]))
(379, 1683, 52.0, array([[-0.18917294]]))
(379, 1692, 66.0, array([[-0.19359316]]))
(379, 1776, 62.0, array([[-0.21649552]]))
(379, 1779, 51.0, array([[-0.17993138]]))
(380, 132, 54.0, array([[0.08031182]]))
(380, 216, 61.0, array([[0.05506134]]))
(380, 240, 54.0, array([[0.18332989]]))
(380, 254, 73.0, array([[0.06510819]]))
(380, 255, 75.0, array([[0.07135711]]))
(380, 336, 65.0, array([[0.06965442]]))
(380, 338, 54.0, array([[0.06814547]]))
(380, 339, 60.0, array([[0.07550799]]))
(380, 341, 60.0, array([[0.07685994]]))
(380, 345, 54.0, array([[0.07218784]]))
(380, 348, 70.0, array([[0.06487013]]))
(380, 357, 53.0, array([[0.0943312]]))
(380, 960, 60.0, array([[0.06315463]]))
(380, 1080, 73.0, array([[0.06731324]]))
(380, 1092, 57.0, array([[0.07051884]]))
(380, 1176, 52.0, array([[0.08596877]]))
(380, 1200, 75.0, array([[0.05957262]]))
(380, 1203, 66.0, array([[0.0669551]]))
(380, 1296, 80.0, array([[0.05340984]]))
(380, 1299, 74.0, array([[0.06597202]]))
(380, 1308, 68.6, array([[0.05984654]]))
(380, 1320, 61.0, array([[0.09792284]]))
(380, 1440, 70.0, array([[0.07386833]]))
(380, 1443, 67.0, array([[0.07571661]]))
(380, 1452, 59.0, array([[0.06113085]]))
(380, 1560, 56.0, array([[0.04188246]]))
(380, 1572, 73.0, array([[0.00329911]]))
(380, 1656, 66.0, array([[0.04248947]]))
(380, 1680, 72.0, array([[0.07186752]]))
(380, 1683, 52.0, array([[0.07923989]]))
(380, 1692, 66.0, array([[0.07505406]]))
(380, 1776, 62.0, array([[0.05926564]]))
(380, 1779, 51.0, array([[0.09122408]]))
(390, 132, 54.0, array([[-0.46443482]]))
(390, 216, 61.0, array([[-0.49656715]]))
(390, 240, 54.0, array([[-0.35730425]]))
(390, 254, 73.0, array([[-0.49354574]]))
(390, 255, 75.0, array([[-0.49108478]]))
(390, 336, 65.0, array([[-0.48705935]]))
(390, 338, 54.0, array([[-0.46653514]]))
(390, 339, 60.0, array([[-0.47657593]]))
(390, 341, 60.0, array([[-0.47444793]]))
(390, 345, 54.0, array([[-0.46711501]]))
(390, 348, 70.0, array([[-0.49366578]]))
(390, 357, 53.0, array([[-0.45224196]]))
(390, 960, 60.0, array([[-0.47829253]]))
(390, 1080, 73.0, array([[-0.49312272]]))
(390, 1092, 57.0, array([[-0.48178768]]))
(390, 1176, 52.0, array([[-0.46073285]]))
(390, 1200, 75.0, array([[-0.50446243]]))
(390, 1203, 66.0, array([[-0.49227162]]))
(390, 1296, 80.0, array([[-0.4992955]]))
(390, 1299, 74.0, array([[-0.49143177]]))
(390, 1308, 68.6, array([[-0.5045911]]))
(390, 1320, 61.0, array([[-0.43081794]]))
(390, 1440, 70.0, array([[-0.48388468]]))
(390, 1443, 67.0, array([[-0.48768655]]))
(390, 1452, 59.0, array([[-0.48149401]]))
(390, 1560, 56.0, array([[-0.50782556]]))
(390, 1572, 73.0, array([[-0.54157671]]))
(390, 1656, 66.0, array([[-0.51429317]]))
(390, 1680, 72.0, array([[-0.48642481]]))
(390, 1683, 52.0, array([[-0.45632551]]))
(390, 1692, 66.0, array([[-0.48839586]]))
(390, 1776, 62.0, array([[-0.49298158]]))
(390, 1779, 51.0, array([[-0.44417235]]))
(391, 132, 54.0, array([[-0.55132455]]))
(391, 216, 61.0, array([[-0.5800909]]))
(391, 240, 54.0, array([[-0.4344657]]))
(391, 254, 73.0, array([[-0.56199917]]))
(391, 255, 75.0, array([[-0.55755346]]))
(391, 336, 65.0, array([[-0.56349626]]))
(391, 338, 54.0, array([[-0.55738864]]))
(391, 339, 60.0, array([[-0.55843175]]))
(391, 341, 60.0, array([[-0.56009646]]))
(391, 345, 54.0, array([[-0.55471929]]))
(391, 348, 70.0, array([[-0.56362665]]))
(391, 357, 53.0, array([[-0.53618403]]))
(391, 960, 60.0, array([[-0.56665784]]))
(391, 1080, 73.0, array([[-0.56325753]]))
(391, 1092, 57.0, array([[-0.56476257]]))
(391, 1176, 52.0, array([[-0.54647175]]))
(391, 1200, 75.0, array([[-0.57243306]]))
(391, 1203, 66.0, array([[-0.56705846]]))
(391, 1296, 80.0, array([[-0.56463271]]))
(391, 1299, 74.0, array([[-0.55649205]]))
(391, 1308, 68.6, array([[-0.57431875]]))
(391, 1320, 61.0, array([[-0.49274067]]))
(391, 1440, 70.0, array([[-0.55726403]]))
(391, 1443, 67.0, array([[-0.55731801]]))
(391, 1452, 59.0, array([[-0.56942604]]))
(391, 1560, 56.0, array([[-0.58853675]]))
(391, 1572, 73.0, array([[-0.62310193]]))
(391, 1656, 66.0, array([[-0.59388903]]))
(391, 1680, 72.0, array([[-0.55751302]]))
(391, 1683, 52.0, array([[-0.54399326]]))
(391, 1692, 66.0, array([[-0.559409]]))
(391, 1776, 62.0, array([[-0.57345609]]))
(391, 1779, 51.0, array([[-0.53291822]]))
(392, 132, 54.0, array([[-0.53621796]]))
(392, 216, 61.0, array([[-0.56251379]]))
(392, 240, 54.0, array([[-0.44244397]]))
(392, 254, 73.0, array([[-0.56480768]]))
(392, 255, 75.0, array([[-0.56224148]]))
(392, 336, 65.0, array([[-0.55630651]]))
(392, 338, 54.0, array([[-0.53460127]]))
(392, 339, 60.0, array([[-0.5469978]]))
(392, 341, 60.0, array([[-0.54227849]]))
(392, 345, 54.0, array([[-0.53753414]]))
(392, 348, 70.0, array([[-0.56385388]]))
(392, 357, 53.0, array([[-0.52536144]]))
(392, 960, 60.0, array([[-0.54697961]]))
(392, 1080, 73.0, array([[-0.56594855]]))
(392, 1092, 57.0, array([[-0.55178633]]))
(392, 1176, 52.0, array([[-0.53308958]]))
(392, 1200, 75.0, array([[-0.57345591]]))
(392, 1203, 66.0, array([[-0.56151928]]))
(392, 1296, 80.0, array([[-0.57017893]]))
(392, 1299, 74.0, array([[-0.56294417]]))
(392, 1308, 68.6, array([[-0.57425401]]))
(392, 1320, 61.0, array([[-0.50626907]]))
(392, 1440, 70.0, array([[-0.55516899]]))
(392, 1443, 67.0, array([[-0.55951297]]))
(392, 1452, 59.0, array([[-0.55001912]]))
(392, 1560, 56.0, array([[-0.57681821]]))
(392, 1572, 73.0, array([[-0.60311015]]))
(392, 1656, 66.0, array([[-0.58033584]]))
(392, 1680, 72.0, array([[-0.55711399]]))
(392, 1683, 52.0, array([[-0.52912873]]))
(392, 1692, 66.0, array([[-0.55919974]]))
(392, 1776, 62.0, array([[-0.56282056]]))
(392, 1779, 51.0, array([[-0.51457905]]))
(402, 132, 54.0, array([[-0.48465658]]))
(402, 216, 61.0, array([[-0.51518835]]))
(402, 240, 54.0, array([[-0.37893152]]))
(402, 254, 73.0, array([[-0.51075653]]))
(402, 255, 75.0, array([[-0.50829292]]))
(402, 336, 65.0, array([[-0.50460722]]))
(402, 338, 54.0, array([[-0.48569969]]))
(402, 339, 60.0, array([[-0.49565232]]))
(402, 341, 60.0, array([[-0.49280608]]))
(402, 345, 54.0, array([[-0.48665007]]))
(402, 348, 70.0, array([[-0.51086336]]))
(402, 357, 53.0, array([[-0.47193135]]))
(402, 960, 60.0, array([[-0.49636979]]))
(402, 1080, 73.0, array([[-0.51050826]]))
(402, 1092, 57.0, array([[-0.5004717]]))
(402, 1176, 52.0, array([[-0.48067243]]))
(402, 1200, 75.0, array([[-0.5208853]]))
(402, 1203, 66.0, array([[-0.50960548]]))
(402, 1296, 80.0, array([[-0.51532932]]))
(402, 1299, 74.0, array([[-0.50828214]]))
(402, 1308, 68.6, array([[-0.52234465]]))
(402, 1320, 61.0, array([[-0.44627186]]))
(402, 1440, 70.0, array([[-0.50169442]]))
(402, 1443, 67.0, array([[-0.50573289]]))
(402, 1452, 59.0, array([[-0.49981587]]))
(402, 1560, 56.0, array([[-0.52535247]]))
(402, 1572, 73.0, array([[-0.55826525]]))
(402, 1656, 66.0, array([[-0.53263006]]))
(402, 1680, 72.0, array([[-0.50303453]]))
(402, 1683, 52.0, array([[-0.47618829]]))
(402, 1692, 66.0, array([[-0.50640569]]))
(402, 1776, 62.0, array([[-0.51107931]]))
(402, 1779, 51.0, array([[-0.46484774]]))
(403, 132, 54.0, array([[-0.55875074]]))
(403, 216, 61.0, array([[-0.58617206]]))
(403, 240, 54.0, array([[-0.44710627]]))
(403, 254, 73.0, array([[-0.57425377]]))
(403, 255, 75.0, array([[-0.57032628]]))
(403, 336, 65.0, array([[-0.57278692]]))
(403, 338, 54.0, array([[-0.56352057]]))
(403, 339, 60.0, array([[-0.56680117]]))
(403, 341, 60.0, array([[-0.56674684]]))
(403, 345, 54.0, array([[-0.56033688]]))
(403, 348, 70.0, array([[-0.57500904]]))
(403, 357, 53.0, array([[-0.54255982]]))
(403, 960, 60.0, array([[-0.57394698]]))
(403, 1080, 73.0, array([[-0.57548167]]))
(403, 1092, 57.0, array([[-0.57156348]]))
(403, 1176, 52.0, array([[-0.55325201]]))
(403, 1200, 75.0, array([[-0.58353542]]))
(403, 1203, 66.0, array([[-0.57670395]]))
(403, 1296, 80.0, array([[-0.57835116]]))
(403, 1299, 74.0, array([[-0.56957746]]))
(403, 1308, 68.6, array([[-0.58570885]]))
(403, 1320, 61.0, array([[-0.50221147]]))
(403, 1440, 70.0, array([[-0.56849683]]))
(403, 1443, 67.0, array([[-0.56769155]]))
(403, 1452, 59.0, array([[-0.57792836]]))
(403, 1560, 56.0, array([[-0.59690726]]))
(403, 1572, 73.0, array([[-0.62982898]]))
(403, 1656, 66.0, array([[-0.60110148]]))
(403, 1680, 72.0, array([[-0.5692127]]))
(403, 1683, 52.0, array([[-0.55002571]]))
(403, 1692, 66.0, array([[-0.57006096]]))
(403, 1776, 62.0, array([[-0.58183426]]))
(403, 1779, 51.0, array([[-0.53835705]]))
(404, 132, 54.0, array([[-0.52740322]]))
(404, 216, 61.0, array([[-0.55110767]]))
(404, 240, 54.0, array([[-0.4385438]]))
(404, 254, 73.0, array([[-0.55713088]]))
(404, 255, 75.0, array([[-0.55500594]]))
(404, 336, 65.0, array([[-0.54656572]]))
(404, 338, 54.0, array([[-0.52426696]]))
(404, 339, 60.0, array([[-0.53768059]]))
(404, 341, 60.0, array([[-0.53078847]]))
(404, 345, 54.0, array([[-0.52737282]]))
(404, 348, 70.0, array([[-0.5554553]]))
(404, 357, 53.0, array([[-0.51660793]]))
(404, 960, 60.0, array([[-0.53550936]]))
(404, 1080, 73.0, array([[-0.558729]]))
(404, 1092, 57.0, array([[-0.54156591]]))
(404, 1176, 52.0, array([[-0.52393544]]))
(404, 1200, 75.0, array([[-0.56433443]]))
(404, 1203, 66.0, array([[-0.55178034]]))
(404, 1296, 80.0, array([[-0.56283569]]))
(404, 1299, 74.0, array([[-0.5560136]]))
(404, 1308, 68.6, array([[-0.5661464]]))
(404, 1320, 61.0, array([[-0.49798774]]))
(404, 1440, 70.0, array([[-0.54683705]]))
(404, 1443, 67.0, array([[-0.5516818]]))
(404, 1452, 59.0, array([[-0.53910574]]))
(404, 1560, 56.0, array([[-0.56660371]]))
(404, 1572, 73.0, array([[-0.59024983]]))
(404, 1656, 66.0, array([[-0.56953342]]))
(404, 1680, 72.0, array([[-0.54808088]]))
(404, 1683, 52.0, array([[-0.52034138]]))
(404, 1692, 66.0, array([[-0.5513279]]))
(404, 1776, 62.0, array([[-0.55303964]]))
(404, 1779, 51.0, array([[-0.50545079]]))
(414, 132, 54.0, array([[-0.39300299]]))
(414, 216, 61.0, array([[-0.43199523]]))
(414, 240, 54.0, array([[-0.28006097]]))
(414, 254, 73.0, array([[-0.43188178]]))
(414, 255, 75.0, array([[-0.42729265]]))
(414, 336, 65.0, array([[-0.42472487]]))
(414, 338, 54.0, array([[-0.40423353]]))
(414, 339, 60.0, array([[-0.40981041]]))
(414, 341, 60.0, array([[-0.40918343]]))
(414, 345, 54.0, array([[-0.39726957]]))
(414, 348, 70.0, array([[-0.43212796]]))
(414, 357, 53.0, array([[-0.376991]]))
(414, 960, 60.0, array([[-0.41814549]]))
(414, 1080, 73.0, array([[-0.42814082]]))
(414, 1092, 57.0, array([[-0.41289369]]))
(414, 1176, 52.0, array([[-0.38745043]]))
(414, 1200, 75.0, array([[-0.44042828]]))
(414, 1203, 66.0, array([[-0.42993638]]))
(414, 1296, 80.0, array([[-0.44188743]]))
(414, 1299, 74.0, array([[-0.43049684]]))
(414, 1308, 68.6, array([[-0.43825792]]))
(414, 1320, 61.0, array([[-0.37806227]]))
(414, 1440, 70.0, array([[-0.42144058]]))
(414, 1443, 67.0, array([[-0.41926306]]))
(414, 1452, 59.0, array([[-0.4234102]]))
(414, 1560, 56.0, array([[-0.44445172]]))
(414, 1572, 73.0, array([[-0.48842576]]))
(414, 1656, 66.0, array([[-0.44994582]]))
(414, 1680, 72.0, array([[-0.42558353]]))
(414, 1683, 52.0, array([[-0.38213997]]))
(414, 1692, 66.0, array([[-0.42196848]]))
(414, 1776, 62.0, array([[-0.43091225]]))
(414, 1779, 51.0, array([[-0.37105493]]))
(415, 132, 54.0, array([[-0.55004368]]))
(415, 216, 61.0, array([[-0.58069593]]))
(415, 240, 54.0, array([[-0.43722615]]))
(415, 254, 73.0, array([[-0.56456803]]))
(415, 255, 75.0, array([[-0.55841788]]))
(415, 336, 65.0, array([[-0.5671509]]))
(415, 338, 54.0, array([[-0.56239813]]))
(415, 339, 60.0, array([[-0.56003784]]))
(415, 341, 60.0, array([[-0.56171135]]))
(415, 345, 54.0, array([[-0.55477243]]))
(415, 348, 70.0, array([[-0.56676055]]))
(415, 357, 53.0, array([[-0.53379744]]))
(415, 960, 60.0, array([[-0.57222252]]))
(415, 1080, 73.0, array([[-0.56397089]]))
(415, 1092, 57.0, array([[-0.56429545]]))
(415, 1176, 52.0, array([[-0.54402444]]))
(415, 1200, 75.0, array([[-0.57209229]]))
(415, 1203, 66.0, array([[-0.56998657]]))
(415, 1296, 80.0, array([[-0.56883877]]))
(415, 1299, 74.0, array([[-0.55997101]]))
(415, 1308, 68.6, array([[-0.57296773]]))
(415, 1320, 61.0, array([[-0.51050185]]))
(415, 1440, 70.0, array([[-0.56032565]]))
(415, 1443, 67.0, array([[-0.55703618]]))
(415, 1452, 59.0, array([[-0.5758342]]))
(415, 1560, 56.0, array([[-0.59066458]]))
(415, 1572, 73.0, array([[-0.62953834]]))
(415, 1656, 66.0, array([[-0.59349832]]))
